Country	date	total	cum	increment	double1	double2	double3	double7
Albania	2020-03-28	2	10	0	10	10	10	10
Albania	2020-03-29	0	10	1	20	14.142135623731	12.5992104989487	11.0408951367381
Albania	2020-03-30	1	11	2	40	20	15.874010519682	12.1901365420448
Albania	2020-03-31	4	15	3	80	28.2842712474619	20	13.4590019263236
Algeria	2020-03-20	2	11	0	10	10	10	10
Algeria	2020-03-21	4	15	1	20	14.142135623731	12.5992104989487	11.0408951367381
Algeria	2020-03-22	2	17	2	40	20	15.874010519682	12.1901365420448
Algeria	2020-03-23	0	17	3	80	28.2842712474619	20	13.4590019263236
Algeria	2020-03-24	2	19	4	160	40	25.1984209978975	14.8599428913695
Algeria	2020-03-25	2	21	5	320	56.5685424949238	31.748021039364	16.4067071201528
Algeria	2020-03-26	4	25	6	640	80	40	18.1144732852781
Algeria	2020-03-27	1	26	7	1280	113.137084989848	50.3968419957949	20
Algeria	2020-03-28	3	29	8	2560	160	63.496042078728	22.0817902734762
Algeria	2020-03-29	2	31	9	5120	226.274169979695	80	24.3802730840895
Algeria	2020-03-30	4	35	10	10240	320	100.79368399159	26.9180038526471
Algeria	2020-03-31	9	44	11	20480	452.548339959391	126.992084157456	29.7198857827389
Andorra	2020-03-31	4	12	0	10	10	10	10
Argentina	2020-03-27	4	13	0	10	10	10	10
Argentina	2020-03-28	5	18	1	20	14.142135623731	12.5992104989487	11.0408951367381
Argentina	2020-03-29	1	19	2	40	20	15.874010519682	12.1901365420448
Argentina	2020-03-30	4	23	3	80	28.2842712474619	20	13.4590019263236
Argentina	2020-03-31	4	27	4	160	40	25.1984209978975	14.8599428913695
Australia	2020-03-26	5	13	0	10	10	10	10
Australia	2020-03-27	0	13	1	20	14.142135623731	12.5992104989487	11.0408951367381
Australia	2020-03-28	1	14	2	40	20	15.874010519682	12.1901365420448
Australia	2020-03-29	2	16	3	80	28.2842712474619	20	13.4590019263236
Australia	2020-03-30	1	17	4	160	40	25.1984209978975	14.8599428913695
Australia	2020-03-31	1	18	5	320	56.5685424949238	31.748021039364	16.4067071201528
Austria	2020-03-22	8	16	0	10	10	10	10
Austria	2020-03-23	5	21	1	20	14.142135623731	12.5992104989487	11.0408951367381
Austria	2020-03-24	7	28	2	40	20	15.874010519682	12.1901365420448
Austria	2020-03-25	2	30	3	80	28.2842712474619	20	13.4590019263236
Austria	2020-03-26	19	49	4	160	40	25.1984209978975	14.8599428913695
Austria	2020-03-27	9	58	5	320	56.5685424949238	31.748021039364	16.4067071201528
Austria	2020-03-28	10	68	6	640	80	40	18.1144732852781
Austria	2020-03-29	18	86	7	1280	113.137084989848	50.3968419957949	20
Austria	2020-03-30	22	108	8	2560	160	63.496042078728	22.0817902734762
Austria	2020-03-31	20	128	9	5120	226.274169979695	80	24.3802730840895
Belgium	2020-03-17	5	10	0	10	10	10	10
Belgium	2020-03-18	4	14	1	20	14.142135623731	12.5992104989487	11.0408951367381
Belgium	2020-03-19	7	21	2	40	20	15.874010519682	12.1901365420448
Belgium	2020-03-20	16	37	3	80	28.2842712474619	20	13.4590019263236
Belgium	2020-03-21	30	67	4	160	40	25.1984209978975	14.8599428913695
Belgium	2020-03-22	8	75	5	320	56.5685424949238	31.748021039364	16.4067071201528
Belgium	2020-03-23	13	88	6	640	80	40	18.1144732852781
Belgium	2020-03-24	34	122	7	1280	113.137084989848	50.3968419957949	20
Belgium	2020-03-25	56	178	8	2560	160	63.496042078728	22.0817902734762
Belgium	2020-03-26	42	220	9	5120	226.274169979695	80	24.3802730840895
Belgium	2020-03-27	69	289	10	10240	320	100.79368399159	26.9180038526471
Belgium	2020-03-28	64	353	11	20480	452.548339959391	126.992084157456	29.7198857827389
Belgium	2020-03-29	78	431	12	40960	640.000000000001	160	32.8134142403055
Belgium	2020-03-30	82	513	13	81920	905.096679918782	201.58736798318	36.2289465705562
Belgium	2020-03-31	192	705	14	163840	1280	253.984168314912	40
Bosnia and Herzegovina	2020-03-30	4	10	0	10	10	10	10
Bosnia and Herzegovina	2020-03-31	3	13	1	20	14.142135623731	12.5992104989487	11.0408951367381
Brazil	2020-03-20	5	11	0	10	10	10	10
Brazil	2020-03-21	4	15	1	20	14.142135623731	12.5992104989487	11.0408951367381
Brazil	2020-03-22	10	25	2	40	20	15.874010519682	12.1901365420448
Brazil	2020-03-23	9	34	3	80	28.2842712474619	20	13.4590019263236
Brazil	2020-03-24	12	46	4	160	40	25.1984209978975	14.8599428913695
Brazil	2020-03-25	13	59	5	320	56.5685424949238	31.748021039364	16.4067071201528
Brazil	2020-03-26	18	77	6	640	80	40	18.1144732852781
Brazil	2020-03-27	15	92	7	1280	113.137084989848	50.3968419957949	20
Brazil	2020-03-28	19	111	8	2560	160	63.496042078728	22.0817902734762
Brazil	2020-03-29	25	136	9	5120	226.274169979695	80	24.3802730840895
Brazil	2020-03-30	23	159	10	10240	320	100.79368399159	26.9180038526471
Brazil	2020-03-31	42	201	11	20480	452.548339959391	126.992084157456	29.7198857827389
Burkina Faso	2020-03-28	2	11	0	10	10	10	10
Burkina Faso	2020-03-29	1	12	1	20	14.142135623731	12.5992104989487	11.0408951367381
Burkina Faso	2020-03-30	0	12	2	40	20	15.874010519682	12.1901365420448
Burkina Faso	2020-03-31	2	14	3	80	28.2842712474619	20	13.4590019263236
Canada	2020-03-20	3	12	0	10	10	10	10
Canada	2020-03-21	7	19	1	20	14.142135623731	12.5992104989487	11.0408951367381
Canada	2020-03-22	2	21	2	40	20	15.874010519682	12.1901365420448
Canada	2020-03-23	4	25	3	80	28.2842712474619	20	13.4590019263236
Canada	2020-03-24	1	26	4	160	40	25.1984209978975	14.8599428913695
Canada	2020-03-25	4	30	5	320	56.5685424949238	31.748021039364	16.4067071201528
Canada	2020-03-26	8	38	6	640	80	40	18.1144732852781
Canada	2020-03-27	16	54	7	1280	113.137084989848	50.3968419957949	20
Canada	2020-03-28	7	61	8	2560	160	63.496042078728	22.0817902734762
Canada	2020-03-29	3	64	9	5120	226.274169979695	80	24.3802730840895
Canada	2020-03-30	16	80	10	10240	320	100.79368399159	26.9180038526471
Canada	2020-03-31	21	101	11	20480	452.548339959391	126.992084157456	29.7198857827389
Chile	2020-03-31	4	12	0	10	10	10	10
China	2020-01-22	17	17	0	10	10	10	10
China	2020-01-23	1	18	1	20	14.142135623731	12.5992104989487	11.0408951367381
China	2020-01-24	8	26	2	40	20	15.874010519682	12.1901365420448
China	2020-01-25	16	42	3	80	28.2842712474619	20	13.4590019263236
China	2020-01-26	14	56	4	160	40	25.1984209978975	14.8599428913695
China	2020-01-27	26	82	5	320	56.5685424949238	31.748021039364	16.4067071201528
China	2020-01-28	49	131	6	640	80	40	18.1144732852781
China	2020-01-29	2	133	7	1280	113.137084989848	50.3968419957949	20
China	2020-01-30	38	171	8	2560	160	63.496042078728	22.0817902734762
China	2020-01-31	42	213	9	5120	226.274169979695	80	24.3802730840895
China	2020-02-01	46	259	10	10240	320	100.79368399159	26.9180038526471
China	2020-02-02	102	361	11	20480	452.548339959391	126.992084157456	29.7198857827389
China	2020-02-03	64	425	12	40960	640.000000000001	160	32.8134142403055
China	2020-02-04	66	491	13	81920	905.096679918782	201.58736798318	36.2289465705562
China	2020-02-05	72	563	14	163840	1280	253.984168314912	40
China	2020-02-06	70	633	15	327680	1810.19335983756	320	44.1635805469524
China	2020-02-07	85	718	16	655360	2560	403.17473596636	48.760546168179
China	2020-02-08	87	805	17	1310720	3620.38671967513	507.968336629824	53.8360077052942
China	2020-02-09	100	905	18	2621440	5120.00000000001	640	59.4397715654779
China	2020-02-10	107	1012	19	5242880	7240.77343935026	806.349471932719	65.6268284806109
China	2020-02-11	100	1112	20	10485760	10240	1015.93667325965	72.4578931411124
China	2020-02-12	5	1117	21	20971520	14481.5468787005	1280	79.9999999999999
China	2020-02-13	252	1369	22	41943040	20480	1612.69894386544	88.3271610939048
China	2020-02-14	152	1521	23	83886080	28963.093757401	2031.8733465193	97.5210923363579
China	2020-02-15	142	1663	24	167772160	40960.0000000001	2560	107.672015410588
China	2020-02-16	103	1766	25	335544320	57926.1875148021	3225.39788773088	118.879543130956
China	2020-02-17	98	1864	26	671088640	81920.0000000001	4063.74669303859	131.253656961222
China	2020-02-18	139	2003	27	1342177280	115852.375029604	5120	144.915786282225
China	2020-02-19	113	2116	28	2684354560	163840	6450.79577546175	160
China	2020-02-20	122	2238	29	5368709120	231704.750059208	8127.49338607719	176.65432218781
China	2020-02-21	0	2238	30	10737418240	327680.000000001	10240	195.042184672716
China	2020-02-22	205	2443	31	21474836480	463409.500118417	12901.5915509235	215.344030821176
China	2020-02-23	2	2445	32	42949672960	655360.000000001	16254.9867721544	237.759086261911
China	2020-02-24	150	2595	33	85899345920	926819.000236834	20480	262.507313922443
China	2020-02-25	70	2665	34	171798691840	1310720	25803.183101847	289.831572564449
China	2020-02-26	52	2717	35	343597383680	1853638.00047367	32509.9735443087	319.999999999999
China	2020-02-27	29	2746	36	687194767360	2621440.00000001	40960	353.308644375619
China	2020-02-28	44	2790	37	1374389534720	3707276.00094734	51606.366203694	390.084369345431
China	2020-02-29	47	2837	38	2748779069440	5242880.00000001	65019.9470886175	430.688061642353
China	2020-03-01	35	2872	39	5497558138880	7414552.00189467	81920.0000000001	475.518172523822
China	2020-03-02	42	2914	40	10995116277760	10485760	103212.732407388	525.014627844887
China	2020-03-03	33	2947	41	21990232555520	14829104.0037893	130039.894177235	579.663145128898
China	2020-03-04	36	2983	42	43980465111040	20971520.0000001	163840	639.999999999998
China	2020-03-05	32	3015	43	87960930222080	29658208.0075787	206425.464814776	706.617288751238
China	2020-03-06	29	3044	44	175921860444160	41943040.0000001	260079.78835447	780.168738690862
China	2020-03-07	28	3072	45	351843720888320	59316416.0151574	327680	861.376123284705
China	2020-03-08	28	3100	46	703687441776640	83886080.0000003	412850.929629552	951.036345047644
China	2020-03-09	23	3123	47	1407374883553280	118632832.030315	520159.57670894	1050.02925568977
China	2020-03-10	16	3139	48	2814749767106560	167772160.000001	655360.000000001	1159.3262902578
China	2020-03-11	22	3161	49	5629499534213120	237265664.06063	825701.859259105	1279.99999999999
China	2020-03-12	11	3172	50	11258999068426240	335544320.000001	1040319.15341788	1413.23457750247
China	2020-03-13	8	3180	51	22517998136852480	474531328.121259	1310720	1560.33747738172
China	2020-03-14	13	3193	52	45035996273704960	671088640.000002	1651403.71851821	1722.75224656941
China	2020-03-15	10	3203	53	90071992547409920	949062656.242519	2080638.30683576	1902.07269009529
China	2020-03-16	14	3217	54	180143985094819840	1342177280.00001	2621440	2100.05851137954
China	2020-03-17	13	3230	55	360287970189639680	1898125312.48504	3302807.43703642	2318.65258051559
China	2020-03-18	11	3241	56	720575940379279360	2684354560.00001	4161276.61367152	2559.99999999999
China	2020-03-19	8	3249	57	1441151880758558720	3796250624.97008	5242880.00000001	2826.46915500495
China	2020-03-20	4	3253	58	2882303761517117440	5368709120.00002	6605614.87407284	3120.67495476344
China	2020-03-21	6	3259	59	5764607523034234880	7592501249.94016	8322553.22734304	3445.50449313882
China	2020-03-22	15	3274	60	11529215046068469760	10737418240	10485760	3804.14538019057
China	2020-03-23	0	3274	61	23058430092136939520	15185002499.8803	13211229.7481457	4200.11702275909
China	2020-03-24	7	3281	62	46116860184273879040	21474836480.0001	16645106.4546861	4637.30516103118
China	2020-03-25	4	3285	63	92233720368547758080	30370004999.7606	20971520	5119.99999999997
China	2020-03-26	6	3291	64	1.84467440737096e+20	42949672960.0002	26422459.4962914	5652.93831000989
China	2020-03-27	5	3296	65	3.68934881474191e+20	60740009999.5213	33290212.9093722	6241.34990952688
China	2020-03-28	3	3299	66	7.37869762948382e+20	85899345920.0004	41943040.0000001	6891.00898627763
China	2020-03-29	5	3304	67	1.47573952589676e+21	121480019999.043	52844918.9925827	7608.29076038114
China	2020-03-30	4	3308	68	2.95147905179353e+21	171798691840.001	66580425.8187444	8400.23404551817
China	2020-03-31	1	3309	69	5.90295810358706e+21	242960039998.085	83886080.0000001	9274.61032206235
Colombia	2020-03-29	4	10	0	10	10	10	10
Colombia	2020-03-30	2	12	1	20	14.142135623731	12.5992104989487	11.0408951367381
Colombia	2020-03-31	4	16	2	40	20	15.874010519682	12.1901365420448
Czech Republic	2020-03-28	2	11	0	10	10	10	10
Czech Republic	2020-03-29	5	16	1	20	14.142135623731	12.5992104989487	11.0408951367381
Czech Republic	2020-03-30	7	23	2	40	20	15.874010519682	12.1901365420448
Czech Republic	2020-03-31	8	31	3	80	28.2842712474619	20	13.4590019263236
Denmark	2020-03-21	4	13	0	10	10	10	10
Denmark	2020-03-22	0	13	1	20	14.142135623731	12.5992104989487	11.0408951367381
Denmark	2020-03-23	11	24	2	40	20	15.874010519682	12.1901365420448
Denmark	2020-03-24	8	32	3	80	28.2842712474619	20	13.4590019263236
Denmark	2020-03-25	2	34	4	160	40	25.1984209978975	14.8599428913695
Denmark	2020-03-26	7	41	5	320	56.5685424949238	31.748021039364	16.4067071201528
Denmark	2020-03-27	11	52	6	640	80	40	18.1144732852781
Denmark	2020-03-28	13	65	7	1280	113.137084989848	50.3968419957949	20
Denmark	2020-03-29	7	72	8	2560	160	63.496042078728	22.0817902734762
Denmark	2020-03-30	5	77	9	5120	226.274169979695	80	24.3802730840895
Denmark	2020-03-31	13	90	10	10240	320	100.79368399159	26.9180038526471
Diamond Princess	2020-03-24	2	10	0	10	10	10	10
Diamond Princess	2020-03-25	0	10	1	20	14.142135623731	12.5992104989487	11.0408951367381
Diamond Princess	2020-03-26	0	10	2	40	20	15.874010519682	12.1901365420448
Diamond Princess	2020-03-27	0	10	3	80	28.2842712474619	20	13.4590019263236
Diamond Princess	2020-03-28	0	10	4	160	40	25.1984209978975	14.8599428913695
Diamond Princess	2020-03-29	0	10	5	320	56.5685424949238	31.748021039364	16.4067071201528
Diamond Princess	2020-03-30	0	10	6	640	80	40	18.1144732852781
Diamond Princess	2020-03-31	0	10	7	1280	113.137084989848	50.3968419957949	20
Dominican Republic	2020-03-25	4	10	0	10	10	10	10
Dominican Republic	2020-03-26	0	10	1	20	14.142135623731	12.5992104989487	11.0408951367381
Dominican Republic	2020-03-27	10	20	2	40	20	15.874010519682	12.1901365420448
Dominican Republic	2020-03-28	8	28	3	80	28.2842712474619	20	13.4590019263236
Dominican Republic	2020-03-29	11	39	4	160	40	25.1984209978975	14.8599428913695
Dominican Republic	2020-03-30	3	42	5	320	56.5685424949238	31.748021039364	16.4067071201528
Dominican Republic	2020-03-31	9	51	6	640	80	40	18.1144732852781
Ecuador	2020-03-22	7	14	0	10	10	10	10
Ecuador	2020-03-23	4	18	1	20	14.142135623731	12.5992104989487	11.0408951367381
Ecuador	2020-03-24	9	27	2	40	20	15.874010519682	12.1901365420448
Ecuador	2020-03-25	1	28	3	80	28.2842712474619	20	13.4590019263236
Ecuador	2020-03-26	6	34	4	160	40	25.1984209978975	14.8599428913695
Ecuador	2020-03-27	2	36	5	320	56.5685424949238	31.748021039364	16.4067071201528
Ecuador	2020-03-28	12	48	6	640	80	40	18.1144732852781
Ecuador	2020-03-29	10	58	7	1280	113.137084989848	50.3968419957949	20
Ecuador	2020-03-30	2	60	8	2560	160	63.496042078728	22.0817902734762
Ecuador	2020-03-31	15	75	9	5120	226.274169979695	80	24.3802730840895
Egypt	2020-03-21	2	10	0	10	10	10	10
Egypt	2020-03-22	4	14	1	20	14.142135623731	12.5992104989487	11.0408951367381
Egypt	2020-03-23	5	19	2	40	20	15.874010519682	12.1901365420448
Egypt	2020-03-24	1	20	3	80	28.2842712474619	20	13.4590019263236
Egypt	2020-03-25	1	21	4	160	40	25.1984209978975	14.8599428913695
Egypt	2020-03-26	3	24	5	320	56.5685424949238	31.748021039364	16.4067071201528
Egypt	2020-03-27	6	30	6	640	80	40	18.1144732852781
Egypt	2020-03-28	6	36	7	1280	113.137084989848	50.3968419957949	20
Egypt	2020-03-29	4	40	8	2560	160	63.496042078728	22.0817902734762
Egypt	2020-03-30	1	41	9	5120	226.274169979695	80	24.3802730840895
Egypt	2020-03-31	5	46	10	10240	320	100.79368399159	26.9180038526471
Finland	2020-03-29	2	11	0	10	10	10	10
Finland	2020-03-30	2	13	1	20	14.142135623731	12.5992104989487	11.0408951367381
Finland	2020-03-31	4	17	2	40	20	15.874010519682	12.1901365420448
